Kind,Name,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountClassBase,CountClassCoupled,CountClassCoupledModified,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclExecutableUnit,CountDeclFile,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountInput,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountOutput,CountPath,CountPathLog,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,Knots,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxEssentialKnots,MaxInheritanceTree,MaxNesting,MinEssentialKnots,PercentLackOfCohesion,PercentLackOfCohesionModified,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,commit_hash,Bugs
Public Class,aurelhubert.com.ahbottomnavigation.DemoActivity,1.0,1.0,1.0,1.0,29.0,3.0,23.0,2.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,,64,10,50,14,39,4,,,,28,35,16,19,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.08,2,2,2,2,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,1
Public Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation,2.0,2.0,3.0,1.0,19.0,2.0,14.0,3.0,1.0,3.0,3.0,0.0,,0.0,3.0,,,,28.0,13.0,28.0,28.0,0.0,7.0,2.0,19.0,,640,111,416,120,309,113,,,,225,303,123,180,,,,,,14.0,14.0,15.0,1.0,,2.0,1,,80.0,47.0,0.27,81,81,87,28,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,1
Public Class,aurelhubert.com.ahbottomnavigation.ApplicationTest,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,7,0,4,2,1,3,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.75,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,aurelhubert.com.ahbottomnavigation.DemoActivity.initUI.(Anon_1),1.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,2.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,6,0,5,0,4,1,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,0.2,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,aurelhubert.com.ahbottomnavigation.DemoActivity.initUI.(Anon_2),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,aurelhubert.com.ahbottomnavigation.DemoActivity.initUI.(Anon_3),2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,11,0,11,0,9,0,,,,4,6,1,5,,,,,,2.0,2.0,2.0,1.0,,2.0,1,,0.0,0.0,0.0,2,2,2,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Public Class,aurelhubert.com.ahbottomnavigation.ExampleUnitTest,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,8,0,5,3,1,3,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,0.6,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation.createClassicItems.(for_loop_1).(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation.createSmallItems.(for_loop_2).(Anon_2),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation.updateItems.(for_loop_3).(Anon_3),1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,,17,3,14,0,10,0,,,,1,5,4,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,4,4,4,4,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation.updateSmallItems.(for_loop_4).(Anon_4),1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,,17,3,14,0,10,0,,,,1,5,4,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,4,4,4,4,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Public Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigationItem,1.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,9.0,3.0,9.0,9.0,0.0,0.0,0.0,9.0,,62,10,34,13,14,18,,,,14,24,13,11,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,59.0,59.0,0.53,9,9,9,9,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Public Class,com.aurelhubert.ahbottomnavigation.AHHelper,1.0,1.0,1.0,1.0,15.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0,,10.0,0.0,,,,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,,166,11,119,32,87,36,,,,58,79,38,41,,,,,,3.0,3.0,3.0,3.0,,1.0,2,,0.0,0.0,0.3,13,13,13,12,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateAlpha.(Anon_3),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,6,0,6,1,5,0,,,,2,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateDrawableColor.(Anon_6),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,6,0,6,0,5,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateTextColor.(Anon_4),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateTextSize.(Anon_2),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,6,0,6,1,5,0,,,,2,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateTopPadding.(Anon_1),1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,9,0,9,1,8,0,,,,2,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateViewBackgroundColor.(Anon_5),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateWidth.(Anon_7),1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,7,0,7,1,6,0,,,,3,4,2,2,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Public Class,com.aurelhubert.ahbottomnavigation.ApplicationTest,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,7,0,4,2,1,3,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.75,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Public Class,com.aurelhubert.ahbottomnavigation.ExampleUnitTest,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,8,0,5,3,1,3,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,0.6,1,1,1,1,4e6ab10e208c070b6a9ea7f4be34cb4fad425168,0
Public Class,aurelhubert.com.ahbottomnavigation.ApplicationTest,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,7,0,4,2,1,3,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.75,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Public Class,aurelhubert.com.ahbottomnavigation.ExampleUnitTest,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,8,0,5,3,1,3,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,0.6,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Public Class,aurelhubert.com.ahbottomnavigation.HomeActivity,1.0,1.0,1.0,1.0,27.0,3.0,22.0,2.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,,61,10,47,13,36,4,,,,25,32,15,17,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.09,2,2,2,2,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,aurelhubert.com.ahbottomnavigation.HomeActivity.initUI.(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,4,0,3,1,,,,0,1,1,0,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,0.25,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,aurelhubert.com.ahbottomnavigation.HomeActivity.initUI.(Anon_2),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,aurelhubert.com.ahbottomnavigation.HomeActivity.initUI.(Anon_3),2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,11,0,11,0,9,0,,,,4,6,1,5,,,,,,2.0,2.0,2.0,1.0,,2.0,1,,0.0,0.0,0.0,2,2,2,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Public Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation,2.0,2.0,3.0,1.0,19.0,2.0,14.0,3.0,1.0,3.0,3.0,0.0,,0.0,3.0,,,,28.0,13.0,28.0,28.0,0.0,7.0,2.0,19.0,,641,113,415,120,308,113,,,,223,301,123,178,,,,,,14.0,14.0,15.0,1.0,,2.0,1,,79.0,54.0,0.27,81,81,87,28,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation.createClassicItems.(for_loop_1).(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation.createSmallItems.(for_loop_2).(Anon_2),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation.updateItems.(for_loop_3).(Anon_3),1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,,17,3,14,0,10,0,,,,1,5,4,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,4,4,4,4,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation.updateSmallItems.(for_loop_4).(Anon_4),1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,,17,3,14,0,10,0,,,,1,5,4,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,4,4,4,4,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Public Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigationItem,1.0,1.0,1.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,9.0,3.0,9.0,9.0,0.0,0.0,0.0,9.0,,62,10,34,13,14,18,,,,14,24,13,11,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,59.0,59.0,0.53,9,9,9,9,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Public Class,com.aurelhubert.ahbottomnavigation.AHHelper,1.0,1.0,1.0,1.0,15.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0,,10.0,0.0,,,,0.0,0.0,10.0,10.0,0.0,0.0,0.0,10.0,,166,11,119,32,87,36,,,,58,79,38,41,,,,,,3.0,3.0,3.0,3.0,,1.0,2,,0.0,0.0,0.3,13,13,13,12,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateAlpha.(Anon_3),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,6,0,6,1,5,0,,,,2,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateDrawableColor.(Anon_6),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,6,0,6,0,5,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateTextColor.(Anon_4),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateTextSize.(Anon_2),1.0,1.0,1.0,1.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,6,0,6,1,5,0,,,,2,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateTopPadding.(Anon_1),1.0,1.0,1.0,1.0,7.0,0.0,7.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,9,0,9,1,8,0,,,,2,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateViewBackgroundColor.(Anon_5),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHHelper.updateWidth.(Anon_7),1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,7,0,7,1,6,0,,,,3,4,2,2,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Public Class,com.aurelhubert.ahbottomnavigation.ApplicationTest,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,7,0,4,2,1,3,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.75,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Public Class,com.aurelhubert.ahbottomnavigation.ExampleUnitTest,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,8,0,5,3,1,3,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,0.6,1,1,1,1,74658913e1b2d67e8ce488decbe420ec59eff20c,0
Public Class,aurelhubert.com.ahbottomnavigation.DemoActivity,1.0,1.0,1.0,1.0,31.0,4.0,25.0,1.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,,68,11,54,14,42,3,,,,29,37,17,20,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.06,2,2,2,2,1ff5faa9fc69e9dcda7f0378058ee820b693998b,1
Public Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation,3.0,3.0,3.0,1.0,20.0,2.0,14.0,3.0,1.0,3.0,3.0,0.0,,0.0,3.0,,,,28.0,13.0,28.0,28.0,0.0,7.0,2.0,19.0,,649,110,426,121,315,113,,,,228,309,124,185,,,,,,14.0,14.0,15.0,1.0,,2.0,2,,79.0,47.0,0.27,84,84,90,28,1ff5faa9fc69e9dcda7f0378058ee820b693998b,1
Public Class,com.aurelhubert.ahbottomnavigation.AHHelper,1.0,1.0,1.0,1.0,15.0,0.0,11.0,4.0,1.0,0.0,0.0,0.0,,11.0,0.0,,,,0.0,0.0,11.0,11.0,0.0,0.0,0.0,11.0,,188,12,126,34,91,50,,,,61,84,40,44,,,,,,3.0,3.0,3.0,3.0,,1.0,2,,0.0,0.0,0.4,15,15,15,13,1ff5faa9fc69e9dcda7f0378058ee820b693998b,1
Public Class,aurelhubert.com.ahbottomnavigation.ApplicationTest,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,7,0,4,2,1,3,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.75,1,1,1,1,1ff5faa9fc69e9dcda7f0378058ee820b693998b,0
Anonymous Class,aurelhubert.com.ahbottomnavigation.DemoActivity.initUI.(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,,0.0,0.0,,,,2.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,,10,1,9,0,7,0,,,,2,4,2,2,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,0.0,2,2,2,2,1ff5faa9fc69e9dcda7f0378058ee820b693998b,0
Anonymous Class,aurelhubert.com.ahbottomnavigation.DemoActivity.initUI.(Anon_2),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,1ff5faa9fc69e9dcda7f0378058ee820b693998b,0
Anonymous Class,aurelhubert.com.ahbottomnavigation.DemoActivity.initUI.(Anon_3),2.0,2.0,2.0,1.0,9.0,0.0,9.0,0.0,1.0,2.0,2.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,11,0,11,0,9,0,,,,4,6,1,5,,,,,,2.0,2.0,2.0,1.0,,2.0,1,,0.0,0.0,0.0,2,2,2,1,1ff5faa9fc69e9dcda7f0378058ee820b693998b,0
Public Class,aurelhubert.com.ahbottomnavigation.ExampleUnitTest,1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,8,0,5,3,1,3,,,,1,3,2,1,,,,,,1.0,1.0,1.0,1.0,,1.0,0,,0.0,0.0,0.6,1,1,1,1,1ff5faa9fc69e9dcda7f0378058ee820b693998b,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation.createClassicItems.(for_loop_1).(Anon_1),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,1ff5faa9fc69e9dcda7f0378058ee820b693998b,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation.createSmallItems.(for_loop_2).(Anon_2),1.0,1.0,1.0,1.0,3.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,5,0,5,0,4,0,,,,1,2,1,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,1,1,1,1,1ff5faa9fc69e9dcda7f0378058ee820b693998b,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation.updateItems.(for_loop_3).(Anon_3),1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,,17,3,14,0,10,0,,,,1,5,4,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,4,4,4,4,1ff5faa9fc69e9dcda7f0378058ee820b693998b,0
Anonymous Class,com.aurelhubert.ahbottomnavigation.AHBottomNavigation.updateSmallItems.(for_loop_4).(Anon_4),1.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,,0.0,0.0,,,,4.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,,17,3,14,0,10,0,,,,1,5,4,1,,,,,,1.0,1.0,1.0,1.0,,2.0,0,,0.0,0.0,0.0,4,4,4,4,1ff5faa9fc69e9dcda7f0378058ee820b693998b,0
